Interaction	COE	PWM	CLUSTER	DH	CNS	ChIP	GENIE3	KNN	Class
AT1G42990_AT3G12280	0	0	0	0	0	0	0	0	0
AT1G42990_AT3G18970	0	5.75	1.84	1157	0	0	0	0	0
AT1G42990_AT3G22170	0	6.21	3.15	1361	0	0	0	0	0
AT1G42990_AT3G51590	0	0	0	0	0	0	0	0	0
AT1G42990_AT3G51640	0	5.58	2.03	0	0	0	0	0	0
AT1G42990_AT3G58670	0	5.26	1.8	1537	0	0	0	0	0
AT1G42990_AT4G33020	0	5.85	1.74	234	0	0	0.00764392085805492	0	0
AT1G42990_AT4G37540	0	5.81	2.43	116	0	0	0	0	0
AT1G42990_AT5G05820	0	5.34	2.27	0	0	0	0	0	0
AT1G42990_AT5G11690	0	0	0	0	0	0	0	0	0
AT1G42990_AT5G20990	0	6.34	3.7	0	0	0	0	0	1
AT1G42990_AT5G28540	0	5.61	2.15	0	9	0	0	0	1
AT1G42990_AT5G28640	0	6.66	4.01	1357	0	0	0	0	0
AT1G42990_AT5G42020	0	6.11	2.66	638	8	0	0	0	1
AT1G42990_AT5G42650	0	5.76	4.08	1599	0	0	0	0	0
AT1G44830_AT1G12840	0	5.05	1.55	0	0	0	0	0	0
AT1G44830_AT1G14740	0	6.44	2.86	2355	0	0	0	0	0
AT1G44830_AT1G16080	0	5.82	1.93	0	0	0	0	0	0
AT1G44830_AT1G24140	0	5.93	2.22	1611	0	0	0	0	0
AT1G44830_AT1G27921	0	6.24	2.5	0	0	0	0	0	0
AT1G44830_AT1G35612	0	6.43	2.85	790	0	0	0	0	0
AT1G44830_AT1G47870	0	7.58	3.33	1846	0	0	0	0	1
AT1G44830_AT1G62990	0	8.43	5.17	1624	7	0	0	0	1
AT1G44830_AT1G69130	0	5.24	1.5	0	0	0	0	0	0
AT1G44830_AT1G69530	0	8.13	3.91	878	9	0	0.0162803765042609	0	0
AT1G44830_AT1G80850	0	0	0	0	0	0	0	0	0
AT1G44830_AT2G22290	0	8.3	4.41	199	0	0	0	0	0
AT1G44830_AT2G23360	0	5.57	1.89	0	0	0	0	0	0
AT1G44830_AT2G23460	0	0	0	0	0	0	0	0	0
AT1G44830_AT3G05155	0	6.12	2.27	790	0	0	0	0	0
AT1G44830_AT3G05210	0	6.15	2.61	1117	0	0	0	0	0
AT1G44830_AT3G05220	0	9.58	5.36	2143	8	0	0	0	0
AT1G44830_AT3G26160	0	6.18	2.59	0	0	0	0	0	0
AT1G44830_AT3G50390	0	6.04	2.41	0	0	0	0	0	0
AT1G44830_AT4G15620	0	8.15	4.27	0	0	0	0	0	0
AT1G44830_AT4G24231	0.49507	5.42	1.97	2354	0	0	0.0281079763906099	0	0
AT1G44830_AT4G25470	0	8.15	4.92	0	0	0	0	0	0
AT1G44830_AT5G02340	0	6.58	3.77	0	0	0	0	0	0
AT1G44830_AT5G13845	0	0	0	0	0	0	0	0	0
AT1G44830_AT5G38100	0	6.71	2.72	0	0	0	0	0	0
AT1G44830_AT5G49770	0	5.73	3.37	0	0	0	0	0	0
AT1G44830_AT5G60020	0	0	0	0	0	0	0	0	1
AT1G44830_AT5G62150	0	7.01	3.22	1036	0	0	0	0	0
AT1G44830_AT5G65050	0	6.59	4.45	0	0	0	0	0	0
AT1G45249_AT1G05440	0	5.9	2.45	1516	0	0	0	0	0
AT1G45249_AT1G11840	0	5.88	2.41	3193	3	0	0	0	0
AT1G45249_AT1G17750	0	5	1.25	0	0	0	0	0	0
AT1G45249_AT1G20850	0	8.63	4.36	1433	0	0	0	0	0
AT1G45249_AT1G28370	0	8.27	7.36	2423	4	0	0	0	0
AT1G45249_AT1G49600	0	5.44	1.38	2472	0	0	0	0	0
AT1G45249_AT1G56650	0.603457	5.71	2.26	591	0	0	0	0	0
AT1G45249_AT1G70370	0	5.72	4.45	2491	0	0	0	0	0
AT1G45249_AT1G73810	0	6.67	2.57	0	0	0	0	0	0
AT1G45249_AT1G77120	0	6.88	3	717	7	0	0	0	1
AT1G45249_AT1G77630	0	5.23	1.49	0	0	0	0	0	0
AT1G45249_AT1G80340	0	6.89	3.58	0	0	0	0	0	0
AT1G45249_AT2G02950	0	6.52	2.46	1038	0	0	0	0	0
AT1G45249_AT2G17055	0	7.3	3.41	0	0	0	0	0	0
AT1G45249_AT2G18050	0	5.49	2.17	1450	0	0	0	0	1
AT1G45249_AT2G29650	0	5.72	1.83	2437	0	0	0	0	0
AT1G45249_AT2G30310	0	5.97	3.42	582	7	0	0	0	0
AT1G45249_AT2G33435	0	5.92	2.9	0	0	0	0	0	0
AT1G45249_AT2G35920	0	6.54	2.43	0	0	0	0	0	0
AT1G45249_AT2G43290	0	6.38	5.68	3257	0	0	0	0	0
AT1G45249_AT3G06750	0	7.71	4.08	3215	0	0	0	0	0
AT1G45249_AT3G09010	0	7.15	3.39	1481	0	0	0	0	0
AT1G45249_AT3G22150	0	5.95	2.08	517	0	0	0	0	0
AT1G45249_AT3G51240	0	5.13	1.08	0	0	0	0	0	0
AT1G45249_AT3G51636	0	7.3	3.07	0	0	0	0	0	0
AT1G45249_AT3G51640	0	7.3	3.07	0	0	0	0	0	0
AT1G45249_AT3G58190	0	5.68	1.62	0	0	0	0	0	0
AT1G45249_AT4G10740	0	5.43	1.47	0	0	0	0	0	0
AT1G45249_AT4G20740	0	5.56	2.26	637	0	0	0	0	0
AT1G45249_AT4G40040	0	6.86	2.62	0	0	0	0	0	0
AT1G45249_AT5G02410	0	7.16	3.05	1552	0	0	0	0	0
AT1G45249_AT5G05270	0	6.63	3.22	2200	4	0	0	0	0
AT1G45249_AT5G14550	0	5.49	1.39	0	0	0	0	0	0
AT1G45249_AT5G15175	0	8.34	4.59	0	0	0	0	0	0
AT1G45249_AT5G19040	0	7.74	6.68	1261	6	0	0	0	0
AT1G45249_AT5G20830	0	5.71	1.57	2311	0	0	0	0	1
AT1G45249_AT5G22740	0	6.09	2.76	3733	0	0	0	0	0
AT1G45249_AT5G43950	0	0	0	0	0	0	0	0	0
AT1G45249_AT5G45100	0	7.38	3.57	262	6	0	0	0	0
AT1G45249_AT5G52300	0.561463	5.85	3.45	626	7	0	0	0	1
AT1G45249_AT5G52310	0.675243	6.05	2.05	2476	0	0	0	0	1
AT1G45249_AT5G66730	0	6.24	4.5	5277	4	0	0	0	0
AT1G46768_AT1G21130	0	5.75	1.96	1622	0	0	0	0	0
AT1G46768_AT1G33102	0	5.64	2.17	0	0	0	0	0	0
AT1G46768_AT1G46768	0	5.38	1.51	930	0	0	0	0	1
AT1G46768_AT1G76990	0	6.68	2.62	602	0	0	0	0	0
AT1G46768_AT2G22880	0	5.18	2.03	0	0	0	0	0	0
AT1G46768_AT2G27650	0	0	0	0	0	0	0	0	0
AT1G46768_AT2G35950	0	5.22	2.93	3416	0	0	0	0	0
AT1G46768_AT2G42540	0	6.97	2.75	30	0	0	0	0	1
AT1G46768_AT3G02010	0	0	0	0	0	0	0	0	0
AT1G46768_AT3G05545	0	6.05	2.8	0	0	0	0	0	0
AT1G46768_AT3G14680	0	6.61	3.46	1846	0	0	0.0123442273933442	0	0
AT1G46768_AT3G15420	0	5.17	1.86	0	0	0	0	0	0
AT1G46768_AT3G16870	0	6.13	4.52	994	6	0	0	0	0
AT1G46768_AT3G21540	0	5.77	3	801	0	0	0	0	0
AT1G46768_AT3G50800	0	6.47	3.15	545	0	0	0	0	0
AT1G46768_AT3G62980	0	6.1	3.73	1476	0	0	0	0	0
AT1G46768_AT4G03113	0	0	0	0	0	0	0	0	0
AT1G46768_AT4G22030	0	5.57	2.22	0	0	0	0	0	0
AT1G46768_AT4G31800	0	7.5	4.35	2713	0	0	0	0	0
AT1G46768_AT5G11040	0	7.09	3.23	0	0	0	0	0	0
AT1G46768_AT5G17860	0	6.63	4.92	0	0	0	0.010044366410575	0	0
AT1G46768_AT5G21950	0	0	0	0	0	0	0	0	0
AT1G46768_AT5G46780	0	0	0	0	0	0	0	0	0
AT1G46768_AT5G52310	0	5.51	2.06	1149	0	0	0.0208630683484034	0	1
AT1G46768_AT5G56230	0	0	0	0	0	0	0	0	0
AT1G46768_AT5G57670	0	5.31	1.67	0	0	0	0	0	0
AT1G46768_AT5G59790	0	5.95	2.75	2738	0	0	0	0	0
AT1G46768_AT5G62460	0	5.73	1.88	252	0	0	0	0	0
AT1G47270_AT1G01710	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G05020	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G07550	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G08370	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G10760	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G17390	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G17690	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G27921	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G48420	0	0	0	0	0	0	0	0	0
AT1G47270_AT1G73910	0	0	0	0	0	0	0	0	0
AT1G47270_AT2G18162	0	0	0	0	0	0	0	0	0
AT1G47270_AT2G18280	0	0	0	0	0	0	0	0	0
AT1G47270_AT2G19630	0	0	0	0	0	0	0	0	0
AT1G47270_AT2G22300	0	0	0	0	0	0	0	0	0
AT1G47270_AT2G29570	0	0	0	0	0	0	0	0	0
AT1G47270_AT2G29670	0	0	0	0	0	0	0	0	0
AT1G47270_AT2G30490	0.610827	0	0	0	0	0	0	0	1
AT1G47270_AT2G35300	0	0	0	0	0	0	0.016256478110718	0	0
AT1G47270_AT3G43720	0	0	0	0	0	0	0	0	0
AT1G47270_AT3G52370	0	0	0	0	0	0	0	0	0
AT1G47270_AT3G57020	0	0	0	0	0	0	0.00762153045545687	0	0
AT1G47270_AT4G00180	0	0	0	0	0	0	0.0605661075702004	0	0
AT1G47270_AT4G16160	0	0	0	0	0	0	0.0185647768285445	0	0
AT1G47270_AT4G35020	0	0	0	0	0	0	0	0	0
AT1G47270_AT5G08450	0	0	0	0	0	0	0	0	0
AT1G47270_AT5G13190	0	0	0	0	0	0	0	0	0
AT1G47270_AT5G24520	0	0	0	0	0	0	0	0	0
AT1G47270_AT5G54470	0	0	0	0	0	0	0	0	0
AT1G47270_AT5G65720	0	0	0	0	0	0	0	0	0
AT1G47870_AT1G02360	0	6.85	3.38	2769	0	0	0	0	0
AT1G47870_AT1G07390	0	5.87	2.23	1254	0	0	0	0	0
AT1G47870_AT1G11190	0	5.21	1.93	127	0	0	0	0	0
AT1G47870_AT1G17950	0	6.7	2.95	0	0	0	0	0	1
AT1G47870_AT1G26770	0	6.48	2.74	1615	0	0	0	0	0
AT1G47870_AT1G30490	0	7.62	4.73	0	0	0	0	0	1
AT1G47870_AT1G61820	0	5.75	2.04	612	0	0	0	0	1
AT1G47870_AT1G67750	0	6.9	7.48	0	0	0	0	0	0
AT1G47870_AT1G71930	0	6.38	3.72	0	0	0	0	0	1
AT1G47870_AT1G72000	0	5.44	1.84	0	0	0	0	0	0
AT1G47870_AT2G28110	0	5.81	1.69	0	0	0	0	0	1
AT1G47870_AT2G30490	0	5.94	4.74	3427	0	0	0	0	1
AT1G47870_AT2G34710	0	6.21	5.41	1041	0	0	0	0	0
AT1G47870_AT2G37090	0	7.04	4.63	1359	0	0	0	0	1
AT1G47870_AT2G37640	0	6.66	3.16	1038	0	0	0	0	1
AT1G47870_AT2G38080	0	6.22	2.41	0	0	0	0	0	1
AT1G47870_AT3G04570	0	6.9	5.39	969	5	0	0	0	0
AT1G47870_AT3G13220	0	5.8	3.18	0	0	0	0	0	0
AT1G47870_AT3G19450	0	6.21	2.38	0	0	0	0	0	1
AT1G47870_AT3G20650	0	7.18	3	99	0	0	0	0	0
AT1G47870_AT3G23090	0	6.83	6	1357	0	0	0	0	1
AT1G47870_AT3G44735	0	7.07	3.46	0	0	0	0	0	0
AT1G47870_AT3G46090	0	6.12	2.28	1809	0	0	0	0	0
AT1G47870_AT3G52220	0	5.32	2.15	1936	0	0	0	0	0
AT1G47870_AT3G54740	0	6.18	5.52	2082	0	0	0	0	0
AT1G47870_AT3G55610	0	7.32	4.22	439	0	0	0	0	0
AT1G47870_AT3G57010	0	6.11	2.27	150	0	0	0	0	0
AT1G47870_AT3G58676	0	5.38	2.48	3459	0	0	0	0	0
AT1G47870_AT4G26220	0	0	0	0	0	0	0	0	1
AT1G47870_AT4G26950	0	7.04	3.44	1386	0	0	0	0	0
AT1G47870_AT4G28370	0	0	0	0	0	0	0	0	1
AT1G47870_AT4G31390	0.674905	6.19	5.32	3133	0	0	0.0156237113554567	0	0
AT1G47870_AT4G33330	0	6.89	2.89	484	0	0	0	0	1
AT1G47870_AT5G03830	0	6.11	3.05	0	0	0	0	0	0
AT1G47870_AT5G11425	0	5.71	1.95	17	0	0	0	0	0
AT1G47870_AT5G12870	0	5.59	2.92	0	0	0	0	0	1
AT1G47870_AT5G13180	0	5.89	1.98	0	0	0	0	0	1
AT1G47870_AT5G15630	0	5.29	2.22	0	0	0	0	0	1
AT1G47870_AT5G16600	0	6.49	4.53	1044	0	0	0	0	1
AT1G47870_AT5G17420	0	5.1	1.54	0	0	0	0	0	1
AT1G47870_AT5G21170	0	6.3	2.82	619	0	0	0.0117451978342433	0	0
AT1G47870_AT5G37680	0	7.22	3.59	0	0	0	0	0	0
AT1G47870_AT5G44030	0	0	0	0	0	0	0	0	1
AT1G47870_AT5G54060	0	5.31	2.48	860	0	0	0	0	0
AT1G47870_AT5G54640	0	0	0	0	0	0	0	0	0
AT1G47870_AT5G57140	0	0	0	0	0	0	0	0	0
AT1G47870_AT5G59505	0	6.1	1.94	34	0	0	0	0	0
AT1G47870_AT5G60020	0	5.11	1.33	0	0	0	0	0	1
AT1G47870_AT5G60690	0	7.07	3.21	1303	7	0	0	0	1
AT1G47870_AT5G60720	0	6.33	2.9	0	0	0	0	0	1
AT1G47870_AT5G62380	0	6.62	2.68	0	0	0	0	0	1
AT1G47870_AT5G64640	0	6.27	2.12	521	0	0	0	0	0
AT1G47870_AT5G66580	0	6.05	2.13	236	0	0	0	0	0
AT1G48000_AT1G22570	0	0	0	0	0	0	0	0	0
AT1G48000_AT1G32450	0	0	0	0	0	0	0	0	0
AT1G48000_AT1G63710	0	0	0	0	0	0	0	0	0
AT1G48000_AT1G70300	0	0	0	0	0	0	0	0	0
AT1G48000_AT1G78890	0	0	0	0	0	0	0	0	0
AT1G48000_AT2G22905	0	0	0	0	0	0	0	0	0
AT1G48000_AT2G24285	0	0	0	0	0	0	0.00887544364602079	0	0
AT1G48000_AT2G30250	0	0	0	0	0	0	0	0	0
AT1G48000_AT2G30490	0	0	0	0	0	0	0	0	0
AT1G48000_AT2G46360	0	0	0	0	0	0	0	0	0
AT1G48000_AT2G47730	0	0	0	0	0	0	0	0	0
AT1G48000_AT3G02000	0	0	0	0	0	0	0	0	0
AT1G48000_AT3G02250	0	0	0	0	0	0	0	0	0
AT1G48000_AT3G03200	0	0	0	0	0	0	0	0	0
AT1G48000_AT3G04860	0	0	0	0	0	0	0	0	0
AT1G48000_AT3G04870	0	0	0	0	0	0	0	0	0
AT1G48000_AT3G09010	0	0	0	0	0	0	0	0	0
AT1G48000_AT3G17730	0	0	0	0	0	0	0	0	0
AT1G48000_AT3G21400	0	0	0	0	0	0	0	0	0
AT1G48000_AT4G03550	0	0	0	0	0	0	0	0	0
AT1G48000_AT4G12970	0	0	0	0	0	0	0	0	0
AT1G48000_AT4G13600	0	0	0	0	0	0	0	0	0
AT1G48000_AT4G24265	0	0	0	0	0	0	0	0	0
AT1G48000_AT4G25210	0	0	0	0	0	0	0	0	0
AT1G48000_AT4G34610	0	0	0	0	0	0	0	0	0
AT1G48000_AT4G37640	0	0	0	0	0	0	0	0	0
AT1G48000_AT5G07010	0	0	0	0	0	0	0.00685863525791734	0	0
AT1G48000_AT5G26912	0	0	0	0	0	0	0	0	0
AT1G48000_AT5G44030	0	0	0	0	0	0	0	0	1
AT1G48000_AT5G46380	0	0	0	0	0	0	0	0	0
AT1G48000_AT5G56630	0	0	0	0	0	0	0	0	0
AT1G48000_AT5G58560	0	0	0	0	0	0	0	0	0
AT1G48000_AT5G62490	0	0	0	0	0	0	0	0	0
AT1G49720_AT1G03190	0	6.64	2.5	0	0	0	0	0	0
AT1G49720_AT1G10750	0	6.09	2.13	0	0	0	0	0	0
AT1G49720_AT1G15020	0	5.69	2.19	0	0	0	0	0	0
AT1G49720_AT1G19835	0	6.57	2.36	674	0	0	0	0	0
AT1G49720_AT1G49230	0	5.39	1.71	1088	0	0	0	0	0
AT1G49720_AT1G55770	0	6.55	5.34	241	0	0	0	0	0
AT1G49720_AT1G64430	0	7.3	3.74	1170	0	0	0	0	0
AT1G49720_AT1G69580	0	7.5	3.3	1137	0	0	0	0	0
AT1G49720_AT2G22088	0	5.29	1.38	0	0	0	0	0	0
AT1G49720_AT2G29263	0	0	0	0	0	0	0	0	0
AT1G49720_AT2G39865	0	6.47	2.89	2766	0	0	0	0	0
AT1G49720_AT2G41310	0	7.64	6.69	2256	0	0	0	0	0
AT1G49720_AT2G46410	0	5.89	2.96	3267	0	0	0	0	0
AT1G49720_AT3G03160	0	5.93	4.18	5071	7	0	0	0	0
AT1G49720_AT3G12835	0	6.23	3.16	2609	0	0	0	0	0
AT1G49720_AT3G23170	0	5.47	1.69	605	0	0	0	0	0
AT1G49720_AT3G24500	0	5.21	1.42	2396	0	0	0	0	0
AT1G49720_AT3G51630	0	5.27	1.22	0	0	0	0	0	0
AT1G49720_AT3G53680	0.464244	6.67	2.46	589	0	0	0	0	0
AT1G49720_AT4G24240	0	8.04	3.79	1452	5	0	0	0	0
AT1G49720_AT5G01360	0	6.5	2.89	388	0	0	0	0	0
AT1G49720_AT5G02815	0.460824	5.62	1.58	0	0	0	0.0104192682430066	0	0
AT1G49720_AT5G04680	0	5.84	2.61	0	0	0	0	0	0
AT1G49720_AT5G08460	0	7.05	2.98	0	0	0	0.00705337562861191	0	0
AT1G49720_AT5G11790	0	7.92	3.67	0	0	0	0	0	0
AT1G49720_AT5G12870	0	6.72	4.11	443	0	0	0	0	1
AT1G49720_AT5G21110	0	6.62	4.71	1653	0	0	0	0	0
AT1G49720_AT5G25350	0	5.4	1.72	0	0	0	0	0	0
AT1G49720_AT5G26848	0	6.12	2.92	0	0	0	0	0	0
AT1G49720_AT5G44060	0	7.32	3.08	0	7	0	0	0	0
AT1G49720_AT5G60150	0.467554	0	0	0	0	0	0.0171133140242104	0	0
AT1G49720_AT5G66950	0	7.59	3.5	1187	0	0	0	0	0
AT1G50640_AT1G09610	0	0	0	0	0	0	0	0	1
AT1G50640_AT1G19570	0	5.09	1.82	0	0	0	0	0	0
AT1G50640_AT1G20490	0	7.54	3.79	165	0	0	0	0	0
AT1G50640_AT1G24160	0	5.85	1.82	0	0	0	0	0	0
AT1G50640_AT1G27990	0	5.45	2.98	0	0	0	0	0	0
AT1G50640_AT1G29440	0	6.34	2.48	0	0	0	0	0	0
AT1G50640_AT1G64060	0	8.18	4.07	1236	0	0	0	0	0
AT1G50640_AT1G77640	0	6.19	3.37	2712	0	0	0	0	0
AT1G50640_AT1G78430	0.728096	6.22	2.45	0	0	0	0.0152353085248165	0	0
AT1G50640_AT2G17990	0	0	0	0	0	0	0	0	0
AT1G50640_AT2G22810	0	6.8	5.1	108	9	0	0	0	0
AT1G50640_AT2G27660	0	0	0	0	0	0	0	0	0
AT1G50640_AT2G35920	0	5.98	3.13	2634	0	0	0	0	0
AT1G50640_AT2G37040	0	8.86	5.02	1774	0	0	0	0	0
AT1G50640_AT2G37090	0	6.99	4.12	1359	0	0	0	0	1
AT1G50640_AT2G42540	0	6.34	2.19	2080	0	0	0	0	0
AT1G50640_AT3G26720	0	5.71	3.39	0	0	0	0	0	0
AT1G50640_AT3G51430	0	5.25	1.5	0	0	0	0	0	0
AT1G50640_AT3G53700	0	0	0	0	0	0	0	0	0
AT1G50640_AT3G60390	0	5.37	1.92	234	0	0	0	0	0
AT1G50640_AT4G00695	0	5.43	1.96	0	0	0	0	0	0
AT1G50640_AT4G18710	0	6.06	2.37	126	0	0	0	0	0
AT1G50640_AT4G28110	0	5.99	2.21	120	0	0	0	0	0
AT1G50640_AT4G34110	0	7.88	5.6	0	10	0	0	0	0
AT1G50640_AT4G34950	0	5.82	2.47	1606	0	0	0	0	0
AT1G50640_AT5G01520	0	6.6	2.81	3256	0	0	0	0	0
AT1G50640_AT5G03220	0	5.66	2.15	0	0	0	0	0	0
AT1G50640_AT5G10180	0	8.95	4.97	1371	0	0	0	0	0
AT1G50640_AT5G11930	0	6.19	2.56	1632	0	0	0	0	0
AT1G50640_AT5G15630	0	5.77	2.22	0	0	0	0	0	1
AT1G50640_AT5G59070	0	8.11	7.27	1285	0	0	0	0	0
AT1G50640_AT5G59662	0	5.39	1.83	0	0	0	0	0	0
AT1G50640_AT5G66790	0.711255	8.67	5.87	0	0	0	0.0221069849112347	0	0
AT1G51600_AT1G01510	0	5.46	1.85	0	0	0	0	0	0
AT1G51600_AT1G08380	0	5.93	1.78	1189	0	0	0	0	0
AT1G51600_AT1G10865	0	5.07	1.4	0	0	0	0	0	0
AT1G51600_AT1G12440	0	6	2.51	0	0	0	0	0	0
AT1G51600_AT1G17744	0	8.31	5.28	15	0	0	0.00732393627987638	0	0
AT1G51600_AT1G26870	0	5.65	2.81	0	0	0	0	0	0
AT1G51600_AT1G35735	0	7.75	10.2	0	0	0	0	0	0
AT1G51600_AT1G45145	0	5.9	3.41	300	0	0	0	0	0
AT1G51600_AT1G66250	0	6.15	2.2	0	0	0	0	0	0
AT1G51600_AT1G71380	0	5.23	1.77	1505	0	0	0	0	0
AT1G51600_AT1G71930	0	9.6	6.53	813	0	0	0.0077398223571197	0	1
AT1G51600_AT1G75450	0	6.47	4.8	2781	0	0	0	0	0
AT1G51600_AT1G80290	0	6.18	3.92	24	0	0	0	0	0
AT1G51600_AT2G15560	0	6.68	4.43	0	0	0	0	0	0
AT1G51600_AT2G17090	0	5.44	2.47	0	0	0	0	0	0
AT1G51600_AT2G29290	0	0	0	0	0	0	0	0	0
AT1G51600_AT2G34710	0	7.01	6.76	1984	0	0	0	0	1
AT1G51600_AT2G41997	0	5.2	1.77	0	0	0	0	0	0
AT1G51600_AT2G43320	0	6.12	3.32	0	0	0	0	0	0
AT1G51600_AT3G08500	0.566655	5.72	3.34	162	0	0	0	0	1
AT1G51600_AT3G10974	0	5.93	1.91	44	0	0	0	0	0
AT1G51600_AT3G12130	0.671195	6.33	5.35	588	0	0	0	0	0
AT1G51600_AT3G17820	0	6.62	2.74	1713	0	0	0	0	0
AT1G51600_AT3G27330	0	6.75	4.82	0	0	0	0	0	0
AT1G51600_AT3G52230	0	6.53	2.74	301	0	0	0	0	0
AT1G51600_AT3G53710	0	7.12	4.97	0	0	0	0	0	0
AT1G51600_AT3G58730	0	8.32	4.82	0	0	0	0	0	0
AT1G51600_AT3G60530	0	7.53	3.84	1472	0	0	0	0	0
AT1G51600_AT3G61160	0	5.71	2.29	0	0	0	0	0	0
AT1G51600_AT3G62130	0	5.81	1.91	0	0	0	0	0	0
AT1G51600_AT3G62720	0	0	0	0	0	0	0	0	0
AT1G51600_AT4G26200	0	0	0	0	0	0	0	0	0
AT1G51600_AT4G36890	0	6.38	6.41	1097	0	0	0	0	0
AT1G51600_AT4G37620	0	6.48	2.48	16	0	0	0	0	0
AT1G51600_AT5G03710	0	5.28	1.79	0	0	0	0	0	0
AT1G51600_AT5G06070	0	5.59	1.99	0	0	0	0	0	0
AT1G51600_AT5G10990	0	5.38	2.56	131	0	0	0	0	0
AT1G51600_AT5G14340	0	8.91	7.02	2126	0	0	0	0	0
AT1G51600_AT5G16023	0	5.37	2.04	0	0	0	0	0	0
AT1G51600_AT5G42650	0	5.2	1.55	0	0	0	0	0	0
AT1G51600_AT5G44990	0	5.88	2.78	866	0	0	0	0	0
AT1G51600_AT5G48930	0.488716	5.34	1.25	0	0	0	0.00531272230813575	0	1
AT1G51600_AT5G49190	0	6.24	2.6	0	0	0	0	0	0
AT1G51600_AT5G65305	0	8.71	5.11	0	0	0	0	0	0
AT1G51700_AT1G08930	0	5.9	3.27	2544	10	0	0	0	0
AT1G51700_AT1G14550	0	0	0	0	0	0	0	0	0
AT1G51700_AT1G19835	0	8.08	5.67	674	10	0	0	0	0
AT1G51700_AT1G25540	0	5.5	2.06	0	0	0	0	0	0
AT1G51700_AT1G26558	0	5.43	4.48	2895	0	0	0	0	0
AT1G51700_AT1G62780	0	5.52	2.91	858	0	0	0	0	0
AT1G51700_AT1G65800	0.750676	5.32	1.64	0	0	0	0.436948243962829	0	0
AT1G51700_AT1G68380	0	5.52	1.69	0	0	0	0	0	0
AT1G51700_AT1G78880	0	5.43	1.36	0	0	0	0	0	0
AT1G51700_AT1G80280	0	6.39	7.07	1100	8	0	0	0	0
AT1G51700_AT2G18660	0.692946	5.15	1.81	0	0	0	0.0554614956725695	0	0
AT1G51700_AT2G27350	0	5.06	3.11	0	0	0	0	0	0
AT1G51700_AT2G29290	0	0	0	0	0	0	0	0	0
AT1G51700_AT2G36800	0	5.25	2.31	0	0	0	0.0209432277906175	0	0
AT1G51700_AT2G39435	0	5.62	2.04	0	0	0	0	0	0
AT1G51700_AT2G45680	0	6.11	2.83	4541	0	0	0	0	0
AT1G51700_AT3G06490	0	7.46	5.04	512	0	0	0.00912734799536034	0	0
AT1G51700_AT3G06940	0	6.1	2.1	0	0	0	0	0	0
AT1G51700_AT3G10840	0	5.44	3.86	0	0	0	0	0	0
AT1G51700_AT3G21540	0	5.19	1.5	0	0	0	0	0	0
AT1G51700_AT3G26220	0	0	0	0	0	0	0	0	0
AT1G51700_AT3G27340	0	8.33	5.19	0	0	0	0	0	0
AT1G51700_AT3G30300	0	0	0	0	0	0	0	0	0
AT1G51700_AT3G59690	0	0	0	0	0	0	0	0	0
AT1G51700_AT5G15840	0	0	0	0	0	0	0	0	1
AT1G51700_AT5G19030	0	6.69	3.37	0	0	0	0	0	0
AT1G51700_AT5G21060	0	9.37	5.64	0	0	0	0	0	0
AT1G51700_AT5G49290	0	6.02	4.03	603	0	0	0	0	0
AT1G51700_AT5G54620	0	6.46	2.52	232	0	0	0	0	0
AT1G51700_AT5G54740	0	0	0	0	0	0	0	0	0
AT1G51700_AT5G56860	0	6.14	2.81	0	0	0	0	0	0
AT1G51700_AT5G58650	0	5.44	1.95	0	0	0	0	0	0
AT1G51700_AT5G59510	0	6.2	2.92	769	0	0	0	0	0
AT1G51700_AT5G62170	0	6	2.5	1281	0	0	0	0	0
AT1G51700_AT5G66550	0	5.7	3.88	1083	0	0	0	0	0
AT1G51950_AT1G01900	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G07270	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G08240	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G12423	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G17150	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G17950	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G18220	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G22680	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G56430	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G71500	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G74340	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G76130	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G76952	0	0	0	0	0	0	0	0	0
AT1G51950_AT1G80290	0	0	0	0	0	0	0	0	0
AT1G51950_AT2G15050	0	0	0	0	0	0	0	0	0
AT1G51950_AT2G22900	0	0	0	0	0	0	0	0	0
AT1G51950_AT2G31980	0	0	0	0	0	0	0	0	0
AT1G51950_AT2G32510	0	0	0	0	0	0	0	0	0
AT1G51950_AT2G34330	0	0	0	0	0	0	0	0	0
